,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,precision_weighted_mean,precision_weighted_std,recall_macro_mean,recall_macro_std,recall_weighted_mean,recall_weighted_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,criterion,max_depth,max_leaf_nodes,min_samples_split,splitter
65,0.5123711692034674,0.05720192774875365,0.45511713755382904,0.07037471756952896,0.4920283906263557,0.0662926128118821,0.45341201248480606,0.03744492028230594,0.5123711692034674,0.05720192774875365,0.428437909683919,0.04476555666530822,0.48523990988350474,0.05611033096089156,gini,30.0,50.0,100,random
66,0.7104293222305645,0.02623506511439977,0.6671582757077192,0.02906101742500002,0.7073563389016441,0.024233809519185603,0.6585288979428087,0.03024335117502527,0.7104293222305645,0.02623506511439977,0.6584595100680053,0.02796187664495904,0.7053787966877446,0.025286105889480725,gini,30.0,100.0,2,best
67,0.5124735512934271,0.04107393350369726,0.48749794916659356,0.027225081137309686,0.5058735265875477,0.03412141025866232,0.45410527789122723,0.0252064545006013,0.5124735512934271,0.04107393350369726,0.4355717552897964,0.01857410078154918,0.48441101236526135,0.03891133550407832,gini,30.0,100.0,2,random
68,0.7104293222305645,0.02623506511439977,0.6671582757077192,0.02906101742500002,0.7073563389016441,0.024233809519185603,0.6585288979428087,0.03024335117502527,0.7104293222305645,0.02623506511439977,0.6584595100680053,0.02796187664495904,0.7053787966877446,0.025286105889480725,gini,30.0,100.0,50,best
69,0.5214149204832434,0.034167349961536544,0.4695219475237928,0.017748283004016256,0.5031194013227959,0.027513809441095393,0.453740837871278,0.036003737244188046,0.5214149204832434,0.034167349961536544,0.43356055965454665,0.03057493859551446,0.4942479139385447,0.03162150700378683,gini,30.0,100.0,50,random
70,0.7119479898983004,0.024792131905219183,0.6681390539403652,0.027625150949721667,0.7078572307793195,0.02378027571747915,0.6596581051939446,0.02858746370382633,0.7119479898983004,0.024792131905219183,0.6593905131802333,0.026538501065827114,0.7063846934405813,0.024211586974956158,gini,30.0,100.0,100,best
71,0.5473858439696949,0.018731003187282266,0.4984885269597348,0.01342572029568444,0.5312044081223226,0.01722353182332774,0.4748786678255617,0.02256387701756217,0.5473858439696949,0.018731003187282266,0.45986847255270286,0.030553771134967947,0.5216393807251601,0.026583377771849798,gini,30.0,100.0,100,random
72,0.6782642823015493,0.019795246069348103,0.6341283547146652,0.019852929579792674,0.6791709978681273,0.01930192752722248,0.6380699410837246,0.02401292024890044,0.6782642823015493,0.019795246069348103,0.6346975477915987,0.021095910600908117,0.6772406261413799,0.018826072325728443,gini,50.0,,2,best
73,0.6678213091256571,0.016449982090147416,0.6217734687586827,0.015261566954600741,0.6688594212689378,0.014809941238433539,0.6277381147617073,0.018182414916967055,0.6678213091256571,0.016449982090147416,0.6236722429331365,0.016353779310007144,0.6672876317845872,0.015224601075478898,gini,50.0,,2,random
74,0.7116920346734011,0.017212036813123055,0.6695581937895421,0.016461056268274817,0.7097510577351243,0.017490650288915246,0.6656961146161606,0.024370196897755526,0.7116920346734011,0.017212036813123055,0.6659311134941439,0.019786863386318933,0.7091792116357123,0.017066371715087993,gini,50.0,,50,best
75,0.6858234932769094,0.01748007413722328,0.6371653007942063,0.014701700572453711,0.6826429439268771,0.016450186236771806,0.6325607219579605,0.020238422255690273,0.6858234932769094,0.01748007413722328,0.6321278641355297,0.01650603033086707,0.6822359019445747,0.016262101514537993,gini,50.0,,50,random
76,0.713569039655996,0.0167445761193264,0.6702336552151221,0.016884274264249304,0.709126909320164,0.016521412138608582,0.6619654328194882,0.021617215271990918,0.713569039655996,0.0167445761193264,0.6636279663071548,0.01895095855970359,0.7093999673804536,0.016387293455189876,gini,50.0,,100,best
77,0.6698348235615316,0.018537308672172025,0.6164898660027802,0.020654136106885476,0.6617786389041674,0.016174175507034948,0.6107969548918342,0.020121774402923648,0.6698348235615316,0.018537308672172025,0.6088254072935448,0.01742547160638113,0.6627558474228804,0.016281604352472962,gini,50.0,,100,random
78,0.6662343867312811,0.02863275613462992,0.5624829795967373,0.04682296295712049,0.6262079174522847,0.03471734651555761,0.5704425025413065,0.030768808102930527,0.6662343867312811,0.02863275613462992,0.5599494247056267,0.03444741850255313,0.6410077663279994,0.030370367793866957,gini,50.0,20.0,2,best
79,0.44479898983004573,0.043057843233245595,0.33625418359561926,0.056847634445439964,0.39898977165762595,0.048225981647816905,0.37796188052607016,0.050537818977690635,0.44479898983004573,0.043057843233245595,0.3522639621787369,0.05395696592986652,0.41600549637829853,0.045611287975261955,gini,50.0,20.0,2,random
80,0.6662343867312811,0.02863275613462992,0.5624829795967373,0.04682296295712049,0.6262079174522847,0.03471734651555761,0.5704425025413065,0.030768808102930527,0.6662343867312811,0.02863275613462992,0.5599494247056267,0.03444741850255313,0.6410077663279994,0.030370367793866957,gini,50.0,20.0,50,best
81,0.44217118285441265,0.02172787004245581,0.35650799396732996,0.013586366485578483,0.41331261675207287,0.019275864588218818,0.3714014192854305,0.04666557395146114,0.44217118285441265,0.02172787004245581,0.3408971616724725,0.04538346547871138,0.40558591839812486,0.0314328835214153,gini,50.0,20.0,50,random
82,0.6662343867312811,0.02863275613462992,0.5624829795967373,0.04682296295712049,0.6262079174522847,0.03471734651555761,0.5704425025413065,0.030768808102930527,0.6662343867312811,0.02863275613462992,0.5599494247056267,0.03444741850255313,0.6410077663279994,0.030370367793866957,gini,50.0,20.0,100,best
83,0.46646986553818853,0.07130065251908285,0.37862947567777283,0.05009699507915452,0.43400889400292103,0.06121211422663361,0.41437192184527305,0.06236866133206484,0.46646986553818853,0.07130065251908285,0.38704296375760017,0.060132894037118044,0.4382994458210687,0.07165209688013,gini,50.0,20.0,100,random
84,0.7054637908675175,0.0263063481195194,0.6600341147385809,0.024789883066582457,0.7030147830745747,0.024814541677612618,0.6507795869382862,0.03323829925058817,0.7054637908675175,0.0263063481195194,0.6510267566313064,0.02827349290074793,0.7000974899012465,0.02588972989776038,gini,50.0,50.0,2,best
85,0.48861852433281006,0.03500999690943897,0.44402248364842706,0.07455800554006839,0.4686485068746106,0.05246499029907288,0.4271641441484446,0.025764553499668427,0.48861852433281006,0.03500999690943897,0.408088332869496,0.03149516557760736,0.46067278293362085,0.037617004735727676,gini,50.0,50.0,2,random
86,0.7054637908675175,0.0263063481195194,0.6600341147385809,0.024789883066582457,0.7030147830745747,0.024814541677612618,0.6507795869382862,0.03323829925058817,0.7054637908675175,0.0263063481195194,0.6510267566313064,0.02827349290074793,0.7000974899012465,0.02588972989776038,gini,50.0,50.0,50,best
87,0.4746774964166268,0.010370058568605452,0.42430965736630316,0.03343357041161887,0.4602279975438069,0.016851001002520686,0.41591137166303205,0.014787716168655131,0.4746774964166268,0.010370058568605452,0.39713640295391006,0.017438819296493668,0.44916286707613245,0.014709104062397484,gini,50.0,50.0,50,random
88,0.7054637908675175,0.0263063481195194,0.6600341147385809,0.024789883066582457,0.7030147830745747,0.024814541677612618,0.6507795869382862,0.03323829925058817,0.7054637908675175,0.0263063481195194,0.6510267566313064,0.02827349290074793,0.7000974899012465,0.02588972989776038,gini,50.0,50.0,100,best
89,0.4806497849976111,0.04957222431738161,0.3991868047955534,0.04101245291849699,0.4477758715146339,0.04675377901448509,0.421462332717329,0.037222318505622375,0.4806497849976111,0.04957222431738161,0.4014856410404471,0.03817312021687278,0.4525975369028362,0.04822747337576643,gini,50.0,50.0,100,random
