,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,precision_weighted_mean,precision_weighted_std,recall_macro_mean,recall_macro_std,recall_weighted_mean,recall_weighted_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,criterion,max_depth,max_features,max_leaf_nodes,min_samples_split,n_estimators,n_jobs
25,0.7071360316701932,0.03095163243831918,0.6694248700779969,0.027038592337976976,0.691973071446591,0.02892279827411957,0.6098567061884151,0.028359797041566378,0.7071360316701932,0.03095163243831918,0.6055114062930695,0.01863120902605518,0.6823752287392761,0.025919579342015164,gini,,sqrt,50.0,100,100,-1
26,0.7071360316701932,0.030039345450229637,0.6713451389793595,0.025423019112783173,0.692605329448479,0.02737772892913598,0.6101100495379053,0.027935414480754043,0.7071360316701932,0.030039345450229637,0.6051271707298331,0.01911617763115062,0.681923434195896,0.025354798813741343,gini,,sqrt,50.0,100,200,-1
27,0.7157019998634906,0.027539931116392646,0.6839413735062423,0.026995117592971095,0.7046832143339519,0.024736023829126107,0.6341677441971673,0.027596261049227227,0.7157019998634906,0.027539931116392646,0.6386993232756629,0.022138226581306077,0.6994655223734149,0.0245378816246505,gini,,sqrt,100.0,2,50,-1
28,0.718159170022524,0.028514157495124384,0.6884486855340013,0.026198687526791865,0.7076197373331372,0.02707856493123127,0.6329131938645293,0.029954722344364897,0.718159170022524,0.028514157495124384,0.6369509448074742,0.025624910063184604,0.7006890860470256,0.026703708637824657,gini,,sqrt,100.0,2,100,-1
29,0.7154972356835712,0.030264540440076513,0.6837185895526717,0.029005686764831,0.7045509340002242,0.028696629503066777,0.6317944524239374,0.03123125523605645,0.7154972356835712,0.030264540440076513,0.636130205788428,0.026089456484587884,0.6987577361882511,0.02811627935658517,gini,,sqrt,100.0,2,200,-1
30,0.713227766022797,0.029823039552855736,0.6801409058339405,0.02739853864125977,0.7018169566530037,0.027698073911901797,0.6292741814389682,0.030680595353012853,0.713227766022797,0.029823039552855736,0.6333362759219393,0.025628456589940212,0.6963043394005637,0.02755538884365863,gini,,sqrt,100.0,50,50,-1
31,0.7177496416626852,0.030377547088079507,0.6893577648448803,0.02678192730163045,0.7082358027392849,0.027819268116056613,0.6342422442843545,0.030134503024469524,0.7177496416626852,0.030377547088079507,0.6396618865627124,0.024382670793213955,0.7015389793034263,0.027720857715776308,gini,,sqrt,100.0,50,100,-1
32,0.715514299365231,0.030550833942832204,0.6853680757682932,0.027892987328522953,0.7053294640224251,0.02861550966528184,0.6319284836019874,0.032260670190953765,0.715514299365231,0.030550833942832204,0.6362926076239985,0.026736185350934572,0.6986857756632864,0.028364892408004508,gini,,sqrt,100.0,50,200,-1
33,0.7147805610538529,0.03159461734048952,0.6812533523080957,0.027510590573563674,0.703297459156587,0.02973329550279475,0.6307848976523518,0.03251859675924186,0.7147805610538529,0.03159461734048952,0.6353587430994851,0.026995335611361287,0.6982328521473807,0.029865246322580315,gini,,sqrt,100.0,100,50,-1
34,0.7167770118080676,0.029906651815856916,0.6897573694886393,0.02668094536553649,0.7077678269825767,0.027524570634484657,0.6344007966405485,0.032262493601491776,0.7167770118080676,0.029906651815856916,0.6397059693497437,0.027274401590093977,0.7005255455551507,0.027750243232438042,gini,,sqrt,100.0,100,100,-1
35,0.7168964575796875,0.02905929956984706,0.6861815622247348,0.027890401386594165,0.706440123742398,0.027100280241896,0.6350515768130498,0.030470361249293674,0.7168964575796875,0.02905929956984706,0.6400840928101297,0.02568337509611724,0.700918666368805,0.026937152227041083,gini,,sqrt,100.0,100,200,-1
36,0.7225615998907925,0.023593506567283987,0.6858565306714657,0.023873678293334033,0.7203259148520953,0.022440179781755682,0.6795465378992528,0.02660179209964428,0.7225615998907925,0.023593506567283987,0.6808257654063263,0.024221388148792475,0.7198088906782256,0.022651902721238577,gini,,log2,,2,50,-1
37,0.723858439696949,0.02304450681992538,0.687840207961346,0.022761259684069474,0.7215748046124218,0.02171947855498002,0.6797896215506123,0.025593584785668595,0.723858439696949,0.02304450681992538,0.6815972001929503,0.02291253558618874,0.7208842367028072,0.02195806194519826,gini,,log2,,2,100,-1
38,0.7251382158214457,0.02324837548913194,0.6897345788043949,0.022247919856367336,0.7227094917848873,0.02223838534825777,0.6808394652398321,0.02670919714371736,0.7251382158214457,0.02324837548913194,0.6829897315329743,0.023570215570027662,0.7220637909531233,0.02251669086773928,gini,,log2,,2,200,-1
39,0.7349327690942599,0.024358643145080707,0.6986823032156394,0.026252576948398124,0.7297126561765788,0.023893322688509456,0.6791755769434775,0.0273548048318357,0.7349327690942599,0.024358643145080707,0.683941733688405,0.024972081245668985,0.7290396155950821,0.023634657686932365,gini,,log2,,50,50,-1
40,0.7353593611357587,0.023356153863624877,0.7003488640525606,0.025318888866297615,0.7304227665406914,0.022878400506063195,0.6795750539665014,0.026291853423223772,0.7353593611357587,0.023356153863624877,0.6846208654915666,0.023675044611431016,0.7293640170799398,0.022608856030594784,gini,,log2,,50,100,-1
41,0.7352569790457989,0.023276031442644177,0.7004013877673236,0.021605525697254265,0.7302626407312446,0.02195367500819086,0.6786084732118309,0.025804345004476963,0.7352569790457989,0.023276031442644177,0.6841913049590245,0.022129261415116962,0.7292636390343017,0.02231228949007859,gini,,log2,,50,200,-1
42,0.7319295611221078,0.023827670325345163,0.6960494872934528,0.02430768470413124,0.7255886690898903,0.022748213277955953,0.6714027565358534,0.026359397263515327,0.7319295611221078,0.023827670325345163,0.6767872608761125,0.022640251443660334,0.7244726540801516,0.022577764896033383,gini,,log2,,100,50,-1
43,0.7315882874889086,0.02563155836975584,0.6964213763634687,0.025395728196730562,0.7258771672930997,0.024102258248277088,0.6711966142080484,0.0279441145834368,0.7315882874889086,0.02563155836975584,0.676826092262471,0.023977802013598472,0.724307164021188,0.024257952481297324,gini,,log2,,100,100,-1
44,0.7320319432120674,0.024543720179924226,0.6961977762758128,0.025327954686670998,0.7258109758511535,0.023320335293340454,0.6711603836589557,0.027148026390520812,0.7320319432120674,0.024543720179924226,0.6765045495566095,0.023564437102303635,0.7244362417876452,0.02335529903112533,gini,,log2,,100,200,-1
45,0.6573100812231246,0.03846861991885187,0.539187470367935,0.013395392156998406,0.6063836945367138,0.03150100894319172,0.5480315223337205,0.036702211612042776,0.6573100812231246,0.03846861991885187,0.5323117629448583,0.028265466579242324,0.6226690538140932,0.0359479774566042,gini,,log2,10.0,2,50,-1
46,0.6625145041294109,0.041590980013803805,0.5416331532229732,0.020903292256138663,0.6098596115682322,0.036324077128806954,0.553599788068252,0.03835701262130148,0.6625145041294109,0.041590980013803805,0.5378812937365091,0.032258154710524,0.6283064989119646,0.039978254682153304,gini,,log2,10.0,2,100,-1
47,0.6561838782335676,0.04490544746096835,0.5451347916278857,0.017208437164552483,0.609523315809712,0.03539062163982321,0.5420821702557884,0.045461779876151215,0.6561838782335676,0.04490544746096835,0.5284578210722046,0.03792775445728337,0.6214580820756088,0.043022612438139485,gini,,log2,10.0,2,200,-1
48,0.660603371783496,0.039229919977070864,0.5383781553915906,0.02257698220557481,0.6071343475453435,0.034216588132426874,0.5497713339969046,0.03635609746486595,0.660603371783496,0.039229919977070864,0.5337114474561037,0.03005879998335245,0.6256330066303848,0.036766822730189705,gini,,log2,10.0,50,50,-1
49,0.657548972766364,0.03889319911194126,0.5417018402779809,0.017791314629250526,0.6088810224230657,0.03228785422275166,0.5463002091275975,0.04040346092001456,0.657548972766364,0.03889319911194126,0.5315482165424325,0.03308300360976973,0.6231860655587818,0.03715208017532267,gini,,log2,10.0,50,100,-1
50,0.6598866971537779,0.042879670562009836,0.5446551032140426,0.019595967751530458,0.6100230173149859,0.035547923503916126,0.5482943017603431,0.041725504584973094,0.6598866971537779,0.042879670562009836,0.5332622504111045,0.034183561466826995,0.6249690610841995,0.040872071362325096,gini,,log2,10.0,50,200,-1
51,0.6567128523650263,0.04233302367897153,0.5423554794888914,0.018637165671660426,0.6086024251016007,0.03435399379056681,0.5441432129387653,0.04305489581227732,0.6567128523650263,0.04233302367897153,0.5297468061392564,0.034340146298368714,0.6221668845106346,0.03972577281705942,gini,,log2,10.0,100,50,-1
52,0.657566036448024,0.03937922130772098,0.5393113494698276,0.017693102440702258,0.6066764800800295,0.03308836116817182,0.5500137103577242,0.035649004578648724,0.657566036448024,0.03937922130772098,0.5348302110255723,0.028431790230013722,0.6236652948248442,0.03646273277273014,gini,,log2,10.0,100,100,-1
53,0.6591358951607399,0.03824281330776452,0.5413705579169696,0.020533704847043345,0.6094460104723058,0.03350243880559921,0.5482532458014937,0.036892155391326384,0.6591358951607399,0.03824281330776452,0.5326556932564037,0.029437949249808942,0.6243903779455978,0.03554776011313894,gini,,log2,10.0,100,200,-1
54,0.7029554296635042,0.033004248235824304,0.667423181427636,0.030290879824697924,0.6886384965406936,0.03173612978437,0.6053581932970243,0.03138437072290513,0.7029554296635042,0.033004248235824304,0.5986845985039668,0.024805435874770996,0.6767865590443326,0.029453973032259582,gini,,log2,50.0,2,50,-1
55,0.7054125998225378,0.028900900235848518,0.669020920391969,0.027793301905643292,0.6910816799819164,0.02748601038770586,0.6080445972517101,0.02853073647975091,0.7054125998225378,0.028900900235848518,0.603998747486119,0.01953647578848697,0.6806622065686825,0.024388502876778722,gini,,log2,50.0,2,100,-1
56,0.7058903829090164,0.030658113169565567,0.6670710592643089,0.027269406484640674,0.6901405093737686,0.028580038396721262,0.6075599210660088,0.029369601171189447,0.7058903829090164,0.030658113169565567,0.6029944329249181,0.02128518442359188,0.6806253328945818,0.02667616884404346,gini,,log2,50.0,2,200,-1
57,0.704149887379701,0.03192163818447178,0.6676126475591815,0.032509926830018666,0.689222676844889,0.03181101694313091,0.6078517057607924,0.030656676209359527,0.704149887379701,0.03192163818447178,0.6029164017297763,0.02289739252610272,0.6792910163980876,0.028674976207149736,gini,,log2,50.0,50,50,-1
58,0.7071530953518531,0.03082532248580718,0.6826655191967475,0.037796854515914906,0.6972253597123718,0.033073264033595444,0.6106656051682267,0.031857448569713814,0.7071530953518531,0.03082532248580718,0.6085948809488033,0.027800999492948952,0.6832445232187705,0.028429730456244008,gini,,log2,50.0,50,100,-1
59,0.7077332605282916,0.03039765458640385,0.6715099185610726,0.028289905966362754,0.6931422107348855,0.02925123374776395,0.6110951323705179,0.027982181152681498,0.7077332605282916,0.03039765458640385,0.6070489332719035,0.018907418911978273,0.6832323685851013,0.026066082333009277,gini,,log2,50.0,50,200,-1
60,0.7065899938570745,0.025335947437644935,0.6671900388710641,0.024526738135449002,0.6913675060375539,0.0232423800720104,0.6063382189414266,0.027561944663505162,0.7065899938570745,0.025335947437644935,0.6002857095728156,0.020642489145711214,0.6802108103897897,0.021243972950341607,gini,,log2,50.0,100,50,-1
61,0.7078697699815713,0.028901786799906726,0.6771799643275791,0.028305103691078366,0.6954265071461805,0.028017090667623288,0.6101130205793777,0.02613746841553549,0.7078697699815713,0.028901786799906726,0.6058889054489764,0.016933598980693864,0.6828252752367944,0.023479018922052036,gini,,log2,50.0,100,100,-1
